0	0	2.08	2.59	2.62	2.49		-0.51	0.13	-0.38	-0.51		2.62	2.59	0.03	2.62		-0.54	0.1	-0.44	-0.54		2.59	2.62	-0.03	-2.62
0	1	2.57	2.21	2.83	2.26		0.36	0.57	0.930000000000001	0.57		2.83	2.26	0.57	2.83		-0.26	-0.05	-0.31	-0.26		2.57	2.83	-0.26	-2.83
0	2	2.26	2.32	2.92	2.54		-0.06	0.38	0.32	0.38		2.92	2.54	0.38	2.92		-0.66	-0.22	-0.88	-0.66		2.32	2.92	-0.6	-2.92
0	3	2.66	2.15	2.69	2.13		0.51	0.56	1.07	0.56		2.69	2.15	0.54	2.69		-0.03	0.02	-0.01	-0.03		2.66	2.69	-0.03	-2.69
0	4	2.49	2.48	2.9	2.59		0.01	0.31	0.32	0.31		2.9	2.59	0.31	2.9		-0.41	-0.11	-0.52	-0.41		2.49	2.9	-0.41	-2.9
0	5	2.88	2.31	2.84	2.3		0.57	0.54	1.11	0.57		2.88	2.31	0.57	2.88		0.04	0.01	0.05	0.04		2.88	2.84	0.04	2.88
0	6	2.41	2.62	3.01	2.77		-0.21	0.24	0.03	0.24		3.01	2.77	0.24	3.01		-0.6	-0.15	-0.75	-0.6		2.62	3.01	-0.39	-3.01
0	7	2.98	2.24	2.86	2.37		0.74	0.49	1.23	0.74		2.98	2.37	0.61	2.98		0.12	-0.13	-0.01	-0.13		2.98	2.86	0.12	2.98
0	8	2.68	2.66	3.22	2.79		0.02	0.43	0.45	0.43		3.22	2.79	0.43	3.22		-0.54	-0.13	-0.67	-0.54		2.68	3.22	-0.54	-3.22
0	9	3.05	2.47	3.08	2.59		0.58	0.49	1.07	0.58		3.08	2.59	0.49	3.08		-0.03	-0.12	-0.15	-0.12		3.05	3.08	-0.03	-3.08
0	10	2.97	2.82	3.57	2.92		0.149999999999999	0.65	0.8	0.65		3.57	2.92	0.65	3.57		-0.600000000000001	-0.1	-0.7	-0.600000000000001		2.97	3.57	-0.600000000000001	-3.57
0	11	2.99	2.3	3.47	2.64		0.69	0.83	1.52	0.83		3.47	2.64	0.83	3.47		-0.48	-0.34	-0.82	-0.48		2.99	3.47	-0.48	-3.47
0	12	3.1	2.83	3.84	2.9		0.27	0.94	1.21	0.94		3.84	2.9	0.94	3.84		-0.74	-0.07	-0.81	-0.74		3.1	3.84	-0.74	-3.84
0	13	3.32	2.61	3.73	2.72		0.71	1.01	1.72	1.01		3.73	2.72	1.01	3.73		-0.41	-0.11	-0.52	-0.41		3.32	3.73	-0.41	-3.73
0	14	3.45	2.9	3.84	2.98		0.55	0.86	1.41	0.86		3.84	2.98	0.86	3.84		-0.39	-0.08	-0.47	-0.39		3.45	3.84	-0.39	-3.84
0	15	3.82	2.78	3.69	2.72		1.04	0.97	2.01	1.04		3.82	2.78	1.04	3.82		0.13	0.060000000000001	0.190000000000001	0.13		3.82	3.69	0.13	3.82
0	16	3.47	2.99	3.97	2.93		0.48	1.04	1.52	1.04		3.97	2.99	0.98	3.97		-0.5	0.06	-0.44	-0.5		3.47	3.97	-0.5	-3.97
0	17	3.88	2.74	3.9	2.79		1.14	1.11	2.25	1.14		3.9	2.79	1.11	3.9		-0.02	-0.05	-0.07	-0.05		3.88	3.9	-0.02	-3.9
0	18	3.47	2.9	3.95	2.9		0.57	1.05	1.62	1.05		3.95	2.9	1.05	3.95		-0.48	0	-0.48	-0.48		3.47	3.95	-0.48	-3.95
0	19	3.99	3.08	3.51	2.75		0.91	0.76	1.67	0.91		3.99	3.08	0.91	3.99		0.48	0.33	0.810000000000001	0.48		3.99	3.51	0.48	3.99
